control_id,canonical_system,original_name,clinical_label,original_report_category,clinical_meaning,why_it_matters,functional_significance,low_interpretation,high_interpretation,pattern_links,recommendation_hint,pattern_cluster
M095,Vitamin status,Vitamin B6,Vitamin B6,(Vitamin) Analysis Report Card,"Reflects pyridoxine-dependent cofactor status required for amino acid metabolism, neurotransmitter synthesis, glycogen phosphorylase activity, and homocysteine regulation.","Vitamin B6 is central to neurotransmitter production, protein handling, immune modulation, glycaemic stability, and efficient methylation-transsulphuration balance.","Interfaces with neurotransmitter synthesis, glycogen mobilisation, histamine regulation, homocysteine metabolism, and immune-inflammatory control.","Suggests reduced neurotransmitter and amino acid metabolism support, poorer stress resilience, histamine handling issues, or impaired glycaemic and methylation balance.",Usually reflects adequate status or supplementation and should be considered alongside functional demand and neurological patterns.,"Low B6 → weaker serotonin/GABA synthesis + poorer glycogen handling + altered histamine regulation; this may show as mood instability, PMS-type patterns, allergy tendency, and fatigue.","Support pyridoxine-dependent pathways affecting neurotransmitters, glycaemic stability, histamine balance, and immune-metabolic resilience.","Vitamins, Nervous System, Immune, Metabolic"
M096,Vitamin status,Vitamin B12,Vitamin B12,(Vitamin) Analysis Report Card,"Reflects cobalamin-related status required for methylation, red blood cell production, myelin integrity, homocysteine regulation, and mitochondrial support.","Vitamin B12 is essential for neurological function, cognitive clarity, methylation chemistry, healthy haematopoiesis, and sustained energy output.","Interacts with intrinsic factor and stomach health, folate metabolism, cobalt-related status, methyl donation, and nerve membrane resilience.","Suggests impaired methylation support, weaker myelin maintenance, reduced red blood cell formation, gastric-intrinsic-factor issues, or fatigue and neuropathy risk.",Usually reflects good availability or supplementation and should be interpreted with functional neurological and methylation patterns rather than serum exposure alone.,"Low stomach acid or intrinsic factor dysfunction can reduce B12 handling; low B12 may drive fatigue, memory issues, neuropathy, elevated homocysteine, and reduced methylation resilience.","Support B12 sufficiency through gastric support, methylation-aware interpretation, and attention to neurological and blood-forming consequences of low functional status.","Vitamins, Methylation, Blood, Nervous System, Energy"
M097,Vitamin status,Vitamin C,Vitamin C,(Vitamin) Analysis Report Card,"Reflects ascorbate status required for collagen synthesis, antioxidant defence, immune activity, and adrenal support.","Vitamin C is essential for connective tissue repair, immune defence, adrenal resilience, and protection against oxidative stress.","Closely linked to adrenal cortisol dynamics, collagen formation, iron absorption, and redox balance.","Suggests reduced antioxidant protection, weaker collagen repair, adrenal strain, or increased susceptibility to infection.",Usually reflects sufficient intake or supplementation and should be interpreted with oxidative stress demand.,"Low vitamin C impairs collagen, increases oxidative stress, and weakens adrenal response to stress and immune demand.",Support antioxidant and connective tissue resilience while addressing stress and inflammatory demand.,"Vitamins, Antioxidants, Adrenal, Immune, Connective Tissue"
M098,Vitamin status,Vitamin D3,Vitamin D3,(Vitamin) Analysis Report Card,"Reflects vitamin D status relevant to calcium regulation, immune modulation, gene expression, and endocrine signalling.","Vitamin D is essential for bone health, immune balance, hormone regulation, and anti-inflammatory signalling.","Interacts with calcium-magnesium balance, parathyroid hormone, immune tolerance, and endocrine stability.","Suggests impaired immune modulation, weaker bone-mineral balance, or increased inflammatory susceptibility.",May indicate adequate or excessive intake and should be interpreted with calcium regulation and endocrine context.,"Low vitamin D contributes to immune dysregulation, bone weakness, and inflammatory patterns.",Optimise vitamin D in balance with calcium and magnesium for immune and endocrine support.,"Vitamins, Immune, Bone, Endocrine"
M099,Vitamin status,Vitamin E,Vitamin E,(Vitamin) Analysis Report Card,Reflects lipid-soluble antioxidant status protecting membranes from oxidative damage.,"Vitamin E protects cell membranes, supports cardiovascular health, and reduces oxidative stress in lipid environments.","Interacts with lipid metabolism, oxidative stress, mitochondrial function, and inflammatory signalling.",Suggests increased oxidative damage to lipids and membranes.,Usually reflects adequate antioxidant availability.,Low vitamin E increases lipid oxidation and vascular stress.,Support lipid antioxidant protection and reduce oxidative load.,"Vitamins, Antioxidants, Lipids, Cardiovascular"
M100,Vitamin status,Vitamin K,Vitamin K,(Vitamin) Analysis Report Card,"Reflects vitamin K status involved in blood clotting, calcium regulation, and bone metabolism.","Vitamin K is required for proper calcium placement, preventing vascular calcification and supporting bone health.","Interacts with vitamin D, calcium metabolism, liver function, and coagulation pathways.",Suggests impaired clotting or poor calcium distribution.,Usually reflects adequate intake.,Vitamin K imbalance affects bone and vascular calcium deposition.,Support calcium regulation and vascular-bone balance.,"Vitamins, Bone, Cardiovascular"
M101,Amino acid status,Lysine,Lysine,(Amino Acid) Analysis Report Card,"Reflects lysine availability, an essential amino acid critical for protein synthesis, collagen formation, immune modulation, and calcium metabolism.","Lysine supports tissue repair, immune defence, and connective tissue integrity, and is particularly relevant in viral susceptibility and wound healing.","Linked to collagen cross-linking, antibody production, carnitine synthesis, and overall protein turnover.","Suggests reduced protein quality or intake, impaired absorption, or increased demand for tissue repair and immune activity.","Generally indicates adequate availability, though excessive levels may reflect protein overload or altered metabolism.",Low lysine -> reduced collagen integrity + impaired immune response; may co-occur with gut dysfunction or malabsorption.,"Support protein intake and absorption, especially where tissue repair or immune resilience is compromised.","Amino Acids, Connective Tissue, Immune, Repair"
M102,Amino acid status,Tryptophan,Tryptophan,(Amino Acid) Analysis Report Card,"Reflects tryptophan availability, a precursor for serotonin, melatonin, and kynurenine pathway metabolites.","Tryptophan is essential for mood regulation, sleep quality, and immune modulation.","Linked to neurotransmitter synthesis, circadian rhythm regulation, and immune-inflammatory balance.","Suggests reduced serotonin/melatonin support, often associated with low mood, poor sleep, or increased stress.","May indicate adequate precursor availability, though diversion into inflammatory pathways may still impair function.","Inflammation shifts tryptophan -> kynurenine pathway, reducing serotonin; stress and gut dysfunction can worsen depletion.","Support gut health, reduce inflammation, and optimise neurotransmitter balance.","Amino Acids, Neurotransmitters, Sleep, Mood"
M103,Amino acid status,Phenylalanine,Phenylalanine,(Amino Acid) Analysis Report Card,"Reflects phenylalanine availability, a precursor to tyrosine and downstream catecholamines.","Phenylalanine supports dopamine, noradrenaline, and adrenaline production, influencing focus, motivation, and stress response.","Linked to neurotransmitter synthesis, cognitive performance, and stress adaptation.","Suggests reduced catecholamine production, often associated with low motivation, fatigue, or poor focus.","May indicate increased precursor availability or altered metabolism, requiring context with downstream markers.",Low phenylalanine -> low dopamine -> fatigue and poor motivation; stress may increase demand.,Support protein intake and neurotransmitter balance where cognitive or motivational deficits are present.,"Amino Acids, Neurotransmitters, Cognition, Stress"
M104,Amino acid status,Methionine,Methionine,(Amino Acid) Analysis Report Card,"Reflects methionine availability, a key methyl donor involved in detoxification and epigenetic regulation.","Methionine is central to methylation, detoxification, and liver function.","Linked to SAMe production, homocysteine cycling, glutathione synthesis, and detox pathways.",Suggests reduced methylation capacity or increased detox demand.,May indicate imbalance in methylation or impaired conversion to downstream metabolites.,Methionine imbalance -> homocysteine dysregulation -> cardiovascular and detox stress.,Support methylation balance and liver detoxification pathways.,"Amino Acids, Methylation, Detox, Liver"
